id;FirstName;LastName;Gender;Birthday;Status;Salary;Taxes;Department;HourlyRate;MaritalStatus;OverTime
341;Helena;Runte;;9/12/1996;PE;60112;;Research & Development;36;Divorced;No
343;Eldred;Hahn;M;2/9/1998;PE;146067;;Research & Development;30;Married;No
344;Elyse;Stroman;F;24/1/1975;PE;107074;;Human Resources;88;Married;Yes
345;Jajuan;Leffler;M;15/4/1981;;92701;;Human Resources;71;Married;Yes
346;Albertus;Littel;M;6/3/1994;;55958;;Research & Development;59;Divorced;Yes
348;Hebert;Muller;M;4/9/1990;PE;100324;;Sales;77;Single;No
348;Tiffanie;Hessel;F;9/3/1987;PE;64381;;Research & Development;37;Single;No
349;Kamora;Bednar;;24/7/1988;PE;72137;;Research & Development;40;Married;No
350;Maci;Hilll;F;23/11/1996;;124359;;Research & Development;77;Single;Yes
350;Wanda;Cartwright;M;9/9/1981;PE;87829;;Research & Development;--;Single;No
351;Kurt;Nikolaus;F;14/12/1980;PE;101337;;Research & Development;78;Single;No
352;Austin;Collins;;12/1/1991;;59530;;Research & Development;73;Married;No
353;Gigi;Heathcote;;26/1/1997;PE;143397;;Sales;92;Married;No
353;Hayden;Koepp;F;1/1/1991;PE;119933;;Human Resources;82;Married;No
353;Annika;Runte;M;24/7/1992;;62438;;Research & Development;76;Married;No
354;Levon;Reinger;F;10/1/1980;PE;100738;;Research & Development;57;Divorced;Yes
355;Theodis;Ruecker;F;28/6/1990;PE;126923;;Research & Development;84;Single;No
357;Darby;Herzog;M;24/5/1980;CA;72575;;Research & Development;59;Divorced;No
358;Payton;Homenick;;2/3/1994;;59924;;Sales;86;Married;No
360;Jasmin;Willms;F;27/8/1982;PE;126649;;Sales;54;Married;No
360;Claud;Schultz;;4/12/1971;PE;73087;;Research & Development;72;Married;No
360;Myles;Ritchie;M;19/1/1979;;69366;;Research & Development;35;Divorced;Yes
362;Janyce;Yundt;F;18/1/1983;PE;82091;;Research & Development;76;Married;No
362;Woodson;Dietrich;;31/5/1992;PE;77757;;Research & Development;98;Married;No
363;Moody;Padberg;F;27/6/1996;PE;117535;;Research & Development;43;Married;Yes
364;Korbin;Ondricka;M;19/12/1981;TE;121109;;Research & Development;63;Single;0
366;Karel;McLaughlin;M;14/5/1984;TE;84829;;Research & Development;48;Single;0
366;June;Hamill;;4/2/1981;TE;74381;;Research & Development;95;Married;Yes
366;Jaimee;Ryan;M;14/5/1983;PE;65156;;Research & Development;49;Single;No
367;Kerwin;Purdy;;3/1/1979;PE;55215;;Research & Development;83;Married;No
368;Celia;Konopelski;F;8/1/1986;PE;61724;;Sales;68;Married;No
370;Theresa;Gulgowski;M;10/1/1975;;81277;;Research & Development;52;Single;No
372;Mauricio;Bergnaum;F;25/7/1975;CA;140239;;Research & Development;99;Married;No
373;Alize;Murazik;F;8/4/1972;;119571;;Sales;48;Married;No
373;Almond;Waters;M;15/4/1973;PE;93094;;Research & Development;42;Married;1
374;Birt;Farrell;F;31/8/1971;PE;86943;;Sales;85;Divorced;1
376;Kyle;Ankunding;F;31/8/1980;PE;146364;;Sales;--;Divorced;No
377;Corry;Wehner;M;8/4/1984;PE;93686;;Research & Development;42;Single;Yes
377;Malcolm;Schmitt;M;30/3/1974;PE;59482;;Sales;58;Single;Yes
378;Jeannine;Hyatt;;18/11/1970;PE;126739;;Research & Development;87;Single;No
383;Jennie;Feeney;F;5/2/1984;PE;108970;;Sales;33;Married;No
384;Felecia;Bednar;M;23/3/1996;;106510;;Sales;94;Married;No
385;Marina;Stark;M;19/2/1995;TE;98078;;Research & Development;97;Divorced;No
386;Delmas;Daugherty;;13/2/1997;;69926;;Research & Development;57;Divorced;No
387;Ellsworth;Carter;M;24/7/1979;TE;138540;;Research & Development;36;Married;Yes
387;Jalen;Waters;F;22/9/1980;PE;118124;;Research & Development;56;Married;No
387;Iva;Green;F;30/7/1978;PE;67147;;Research & Development;72;Married;No
389;Skyla;Kris;M;2/2/1971;CA;149507;;Research & Development;60;Married;No
390;Rosanne;Kihn;M;2/1/1990;PE;149941;;Sales;95;Married;No
391;Raekwon;Kuhn;F;6/2/1972;CA;149482;;Sales;88;Divorced;No
391;Iesha;Marvin;;27/6/1986;CA;128357;;Sales;57;Divorced;No
392;Karma;Shields;F;16/7/1983;TE;103352;;Research & Development;78;Single;No
395;Abie;Kuhn;F;13/9/1981;PE;109730;;Human Resources;31;Single;Yes
396;Rudolfo;Schumm;F;6/8/1987;CA;110232;;Sales;100;Married;No
397;Millicent;Moen;M;15/3/1983;PE;116407;;Sales;94;Divorced;No
398;Chase;Goyette;F;16/12/1982;CA;149717;;Sales;100;Married;No
398;Alene;Kuvalis;F;11/10/1973;PE;103230;;Sales;50;Single;No
400;Adonis;Kessler;M;1/11/1979;PE;86648;;Research & Development;52;Single;No
403;Audry;Dickinson;F;15/4/1977;PE;60869;;Research & Development;80;Married;Yes
406;Vida;Hintz;F;28/10/1971;PE;121373;;Research & Development;98;Married;No
407;Baylie;Conroy;M;17/6/1988;TE;125274;;Research & Development;62;Married;No
409;Rhea;Runolfsdottir;M;13/9/1994;PE;98150;;Research & Development;46;Married;Yes
409;Brionna;Block;F;17/4/1973;;55607;;Research & Development;73;Single;No
410;Orren;Berge;;26/4/1997;TE;132390;;Sales;39;Divorced;Yes
410;Emeline;Jast;M;8/12/1994;PE;129714;;Sales;60;Married;No
410;Johan;Haag;F;8/6/1975;PE;118838;;Research & Development;74;Single;No
411;Brody;Hegmann;F;22/4/1978;PE;132509;;Sales;30;Single;No
411;Royal;Balistreri;;24/4/1981;PE;112817;;Research & Development;41;Married;No
411;Jennette;Kemmer;F;10/8/1993;PE;92197;;Research & Development;42;Married;No
413;Keeley;Conroy;F;17/1/1970;PE;55726;;Research & Development;87;Married;Yes
414;Almeda;Murazik;M;12/3/1988;TE;134422;;Sales;63;Married;No
415;Quintin;Halvorson;M;7/6/1976;;81527;;Research & Development;82;Married;No
418;Doreen;Baumbach;F;29/3/1980;PE;55033;;;40;;Yes
419;Royal;Leffler;F;18/12/1998;PE;143991;0,03;;76;;No
419;Tari;Waelchi;F;8/10/1998;PE;84696;;;89;Married;Yes
420;Judi;Daugherty;F;23/7/1980;PE;56124;;;78;Married;No
424;Oland;Bradtke;M;7/7/1972;PE;96697;;Sales;86;Married;Yes
424;Gaylon;Fadel;;5/10/1991;TE;64107;;Sales;77;Divorced;No
426;Christop;Frami;M;6/1/1997;;56324;;Research & Development;46;Single;No
427;Herbert;Brown;F;21/5/1984;PE;130710;;Sales;30;Divorced;Yes
427;Kelsey;Feil;F;14/4/1981;TE;122762;;Research & Development;82;Married;No
428;Mansfield;Mosciski;;22/3/1986;PE;135099;;Sales;78;Married;Yes
428;Georgeann;Gislason;F;26/7/1991;CA;133563;;Human Resources;38;Married;No
428;Marylee;Schimmel;F;29/6/1998;PE;98535;;Research & Development;72;Divorced;No
428;Salomon;Carter;M;30/5/1987;;96431;;Research & Development;--;Married;No
429;Izetta;Keeling;M;12/6/1973;;138064;;Sales;43;Married;No
429;Ernie;Harber;M;15/10/1997;PE;70102;;Research & Development;97;Married;No
430;Jaylynn;Kerluke;M;9/10/1997;PE;130936;;Research & Development;96;Single;No
430;Octavia;Schaefer;;23/2/1971;TE;119608;;Sales;69;Single;Yes
430;Joseph;Reynolds;M;28/12/1977;PE;97293;;Research & Development;64;Married;No
430;Stephan;Streich;;8/2/1995;PE;80348;;Research & Development;87;Single;No
431;Maynard;Zieme;;12/10/1982;PE;76354;;Research & Development;100;Married;No
436;Anahi;Will;;11/7/1981;PE;127531;;Research & Development;32;Married;No
438;Blanchard;Ryan;M;15/1/1997;PE;138655;;Research & Development;32;Single;No
438;Gracelyn;Friesen;M;7/8/1974;PE;73455;;Research & Development;51;Married;No
439;Jesenia;Nicolas;M;28/2/1979;PE;89252;;Research & Development;91;Married;No
439;Esther;Cartwright;M;14/9/1998;;85697;;Research & Development;97;Married;No
442;Lavon;Kunze;M;29/5/1991;PE;86608;;Research & Development;86;Divorced;No
442;Kyrie;Sanford;M;15/4/1992;PE;75514;;Sales;64;Divorced;Yes
442;Jazmine;Goyette;;15/2/1990;;67732;;Research & Development;33;Single;No
443;Zadie;Gorczany;M;21/6/1992;;123502;;Research & Development;88;Single;Yes
443;Tristin;Shields;F;25/8/1980;PE;97981;;Research & Development;55;Single;Yes
444;Justus;Ullrich;M;17/1/1981;TE;90633;;Sales;68;Married;No
445;Woodson;Bins;F;14/3/1992;PE;113482;;Research & Development;47;Married;No
445;Octavia;Cormier;F;21/3/1978;;80301;;Research & Development;39;Divorced;No
445;Darrius;Roberts;;21/1/1977;PE;56414;;Sales;44;Divorced;No
446;Kristian;Heidenreich;F;11/7/1975;PE;146795;;Research & Development;97;Married;No
446;Jan;Fahey;M;25/10/1987;PE;144382;;Research & Development;40;Married;Yes
446;Warren;Corkery;F;9/2/1990;PE;70914;;Research & Development;47;Married;No
447;Marin;Schowalter;;23/10/1981;CA;119484;;Research & Development;79;Married;Yes
447;Francies;Schoen;F;4/11/1993;PE;94327;;Research & Development;38;Married;Yes
449;Tyquan;Sanford;F;10/9/1982;;111819;;Research & Development;57;Divorced;No
449;Eugenia;Will;F;17/8/1976;PE;66967;;Sales;72;Divorced;Yes
450;Carrol;Little;M;2/12/1982;PE;75423;;Research & Development;66;Single;No
452;Brittaney;Wisoky;M;3/2/1974;PE;114863;;Human Resources;98;Single;No
453;Lucretia;Mante;F;24/10/1976;PE;98550;;Research & Development;67;Married;No
454;Carmen;Lind;F;8/4/1997;TE;147651;;Research & Development;70;Divorced;Yes
455;Isamar;Grimes;M;10/10/1991;TE;113122;;Research & Development;96;Married;No
456;Denine;Crona;M;29/10/1981;PE;105854;;Sales;91;Single;No
457;Kaelynn;Pollich;M;2/12/1995;CA;148552;;Research & Development;46;Single;No
457;Dorathy;Senger;M;26/12/1993;CA;64114;;Sales;64;Married;No
458;Desmond;Pfeffer;F;7/4/1970;CA;72361;;Sales;71;Married;No
459;Claiborne;Kuhn;F;15/5/1995;PE;58088;;Research & Development;68;Married;No
460;Abbey;Fahey;F;27/8/1982;;124621;;Sales;33;Married;No
460;Erin;Schmidt;;30/11/1996;PE;107436;;Sales;69;Single;Yes
462;Doris;Effertz;M;15/4/1971;;89444;;Human Resources;78;Divorced;No
462;Penelope;Crona;M;12/6/1999;PE;80458;;Research & Development;81;Married;No
462;Maddux;Fahey;M;1/7/1973;PE;74497;;Sales;62;Single;No
462;Helena;Denesik;M;15/1/1975;PE;57771;;Research & Development;65;Single;No
463;Ellison;Bednar;F;10/3/1984;PE;81377;;Research & Development;35;Married;No
464;Texanna;Rohan;F;9/9/1997;PE;140536;;Research & Development;60;Married;No
466;Isom;Hartmann;;28/7/1986;TE;144872;;Research & Development;45;Married;No
469;Patric;O'Hara;F;17/3/1973;PE;120552;;Research & Development;89;Married;No
472;Johny;Volkman;M;25/7/1998;PE;143599;;Research & Development;80;Married;No
473;Misti;Hammes;M;14/5/1970;;117924;;Sales;90;;No
474;Carey;Harber;;9/5/1990;PE;140852;;Research & Development;73;;No
475;Abe;Schultz;M;15/11/1994;CA;71706;;Research & Development;87;Married;Yes
476;Zack;Koch;F;20/11/1970;PE;109910;;Sales;51;Married;Yes
476;Jerrilyn;Jakubowski;;17/6/1975;TE;88637;;Sales;38;Married;No
476;Claiborne;Lockman;F;21/12/1980;PE;87904;;Sales;87;Divorced;No
476;Lamonte;Rolfson;M;27/9/1979;PE;68661;;Research & Development;59;Single;Yes
477;Nathaly;Adams;M;29/1/1974;PE;100052;;Research & Development;45;Divorced;No
478;Palma;Beahan;F;6/5/1972;PE;124103;;Sales;80;Married;Yes
480;Jarrad;Schmitt;;19/2/1988;PE;126906;;Research & Development;93;Married;No
480;Guss;Schultz;;27/4/1996;PE;95139;;Sales;46;Married;No
482;Anibal;Dare;M;23/5/1986;TE;149219;;Research & Development;92;Divorced;No
482;Rahn;Gusikowski;;2/4/1989;CA;124691;;Research & Development;84;Married;No
482;Fran;Pagac;M;31/12/1992;PE;99065;;Research & Development;87;Married;No
483;Desirae;Frami;F;8/7/1982;PE;105702;;Research & Development;63;Married;No
483;Melissia;Strosin;F;13/12/1973;PE;100176;;Research & Development;56;Single;No
483;Lenord;Kihn;M;1/7/1994;;64598;;Sales;51;Single;Yes
484;Aryana;Hammes;M;19/6/1973;PE;93551;;Research & Development;85;Married;Yes
486;Gorden;Vandervort;F;25/10/1977;PE;147202;;Research & Development;--;Single;Yes
486;Kelby;Hessel;M;21/6/1972;PE;103945;;Sales;35;Married;No
489;Karma;Herman;F;22/12/1994;PE;111818;;Research & Development;31;Married;Yes
490;Beula;Koss;F;29/4/1971;;77730;;Research & Development;48;Single;No
490;Chace;Crist;F;2/1/1985;PE;71364;;Research & Development;50;Married;Yes
491;Chelsi;Parisian;M;24/2/1987;PE;142266;;Research & Development;52;Married;No
491;Cherelle;Waelchi;M;5/7/1982;PE;56568;;Research & Development;54;Married;No
492;Edwin;Graham;M;2/5/1997;PE;138471;;Research & Development;76;Divorced;Yes
492;Sidney;Reilly;;11/2/1977;TE;67500;;Research & Development;42;Divorced;No
492;Claudine;O'Conner;;12/7/1994;;61888;;Sales;84;Single;No
492;Irl;Okuneva;M;4/10/1981;PE;58334;;Sales;76;Single;No
493;Jelani;Quitzon;M;20/3/1991;PE;93442;;Research & Development;67;Single;No
493;Manda;McKenzie;F;7/10/1989;PE;59627;;Research & Development;48;Married;No
498;Christion;Jones;;20/10/1987;CA;119208;;Research & Development;39;Married;No
499;Cheyanne;Wiza;M;8/3/1995;PE;117399;;Research & Development;97;Divorced;No
499;Evette;Marquardt;M;26/3/1999;;80151;;Research & Development;70;Divorced;Yes
500;Torrance;Hahn;;13/6/1994;PE;89393;;Research & Development;98;Married;No
501;Raquan;Schmeler;F;31/5/1990;CA;137343;;Research & Development;76;Married;No
503;Socorro;Barrows;M;6/8/1976;PE;135162;;Research & Development;80;Married;No
503;Patrick;Boehm;;23/10/1989;;111033;;Sales;52;Married;No
504;Dorla;Stark;M;14/8/1998;;134767;;Human Resources;85;Married;No
505;Lue;Von;F;10/12/1986;PE;119230;;Research & Development;81;Divorced;No
508;Ally;Turcotte;;30/6/1994;PE;130803;;Research & Development;59;Divorced;No
509;Kendall;Harvey;M;18/10/1975;CA;142874;;Research & Development;54;Single;Yes
509;Clemens;West;;12/10/1981;PE;134268;;Research & Development;55;Single;No
510;Billy;Reilly;M;30/4/1977;;75300;;Research & Development;71;Married;No
511;Mace;Cormier;M;29/5/1993;PE;122923;;Research & Development;84;Divorced;Yes
512;Cordell;Rempel;F;10/4/1995;PE;120924;;Research & Development;37;Married;Yes
512;Sybilla;Kreiger;M;20/9/1981;PE;89122;;Sales;89;Single;No
513;Devyn;O'Conner;M;12/1/1994;PE;130685;;Research & Development;59;Single;Yes
514;Mickey;Pagac;F;23/5/1984;CA;133279;;Research & Development;32;Married;Yes
514;Kenny;Shields;M;30/11/1996;PE;133041;;Human Resources;86;Married;No
515;Adelard;Abshire;F;15/12/1973;PE;66031;;Research & Development;87;Married;No
516;Chuck;Watsica;M;24/2/1984;;135153;;Sales;73;Married;Yes
516;Sherrie;Parker;;17/11/1977;CA;115952;;Research & Development;42;Single;No
517;Ashley;Emard;F;9/1/1971;PE;149670;;Research & Development;42;Divorced;No
517;Dinah;Ortiz;;21/7/1991;;129401;;Research & Development;77;Married;No
517;Alice;Doyle;M;1/8/1998;PE;119391;;Research & Development;66;Single;No
520;Olan;Homenick;;7/9/1991;TE;148916;;Sales;72;Single;No
520;Sky;Collins;;28/4/1984;CA;137270;;Research & Development;50;Married;No
520;Octavio;Emard;;29/1/1975;PE;133131;;Research & Development;31;Married;No
520;Inga;Boehm;M;8/5/1976;PE;129020;;Research & Development;66;Married;No
520;Kasey;Christiansen;;9/8/1976;CA;121419;;Research & Development;77;Married;No
520;Hazel;Bruen;F;19/1/1980;;89167;;Research & Development;41;Married;Yes
522;Sannie;White;M;13/5/1975;;117537;;Sales;33;;No
525;Semaj;Rowe;M;7/7/1970;PE;89280;;Research & Development;79;;No
527;Aurora;Fritsch;M;12/5/1970;CA;132233;;Research & Development;91;Married;No
527;Dolly;Ryan;;26/3/1992;CA;120725;;Research & Development;65;Married;No
527;Terrance;Schroeder;F;2/6/1989;PE;76154;;Research & Development;36;Married;Yes
530;Sullivan;Mueller;F;24/2/1976;PE;114085;;Research & Development;90;Divorced;No
531;Sky;Schowalter;F;17/6/1978;;68018;;Research & Development;43;Single;Yes
532;Sula;Funk;F;6/4/1979;;73487;;Research & Development;93;Divorced;No
533;Algernon;Spencer;;30/3/1983;PE;72979;;Sales;45;Married;No
535;Armani;McClure;F;20/6/1973;TE;110082;;Research & Development;67;Married;No
536;Edmund;Champlin;F;27/5/1978;PE;117105;;Sales;74;Married;Yes
537;Clarence;Kemmer;;5/1/1993;;89101;;Sales;--;Divorced;No
540;Elisha;Haag;;25/1/1984;PE;74124;;Research & Development;47;Married;No
541;Madalyn;Dach;M;11/7/1979;PE;143222;;Sales;36;Married;No
541;Ruth;Eichmann;;19/3/1973;;98816;;Research & Development;80;Married;Yes
541;Claire;Kiehn;M;7/12/1976;PE;70316;;Research & Development;54;Single;No
542;Mat;Nienow;F;14/6/1995;;141463;;Sales;36;Single;Yes
542;Casimer;Reynolds;M;6/1/1980;PE;76821;;Research & Development;80;Married;No
544;Karol;Parisian;M;1/6/1992;TE;99501;;Sales;44;Single;Yes
544;Henrietta;Greenholt;;6/4/1977;PE;93206;;Sales;93;Married;Yes
548;Francine;Mayer;M;17/2/1997;PE;80200;;Sales;87;Married;No
550;Dove;Runolfsdottir;F;4/3/1972;PE;137960;;Research & Development;48;Single;No
551;Arden;Hoeger;F;25/4/1988;;89713;;Human Resources;95;Married;Yes
552;Sydni;Rutherford;;27/12/1995;PE;123683;;Research & Development;95;Married;No
553;Brandi;Klein;F;19/10/1976;PE;71013;;Research & Development;76;Married;No
554;Denisha;Price;M;21/6/1999;PE;87662;;Research & Development;94;Divorced;No
556;Kahlil;Glover;M;19/2/1983;TE;70487;;Sales;57;Divorced;No
558;Monroe;Pacocha;M;22/8/1986;PE;122011;;Research & Development;92;Single;No
558;Miley;Kshlerin;M;21/11/1994;;66572;;Research & Development;79;Single;No
561;Kari;Conn;F;19/1/1980;;58570;;Research & Development;31;Single;No
562;Alpheus;Mayer;F;25/1/1977;PE;83631;;Research & Development;35;Married;No
563;Draven;Gleichner;F;14/11/1993;PE;109525;;Research & Development;99;Married;Yes
565;North;McLaughlin;F;31/10/1988;PE;128329;;Research & Development;96;Divorced;Yes
566;Minor;Bradtke;;28/1/1978;CA;111715;;Sales;79;Divorced;Yes
566;Mia;Von;M;11/7/1986;PE;103794;;Research & Development;73;Married;Yes
569;Fernanda;Anderson;;11/11/1973;PE;100056;;Sales;62;Married;No
569;Angella;Harvey;F;21/1/1988;CA;77758;;Research & Development;35;Married;No
570;Chimere;Wunsch;F;13/8/1997;PE;94717;;Research & Development;43;Married;No
570;Corda;Lowe;;18/4/1979;;70581;;Sales;51;Married;No
573;Laverne;Schiller;F;5/3/1976;PE;131800;;Research & Development;74;Divorced;No
575;Qiana;Gutkowski;;25/10/1971;PE;115611;;Sales;58;Divorced;No
578;Raheem;Rogahn;M;5/9/1997;;119569;;Research & Development;82;Single;No
578;Lenord;Mraz;M;25/6/1997;PE;102116;;Sales;62;Single;No
580;Rashaan;Mills;M;16/5/1997;PE;72516;;Research & Development;48;Married;No
581;Tobi;Cummings;M;7/10/1990;TE;135521;0,03;Human Resources;56;Divorced;No
583;Mabel;O'Hara;F;28/10/1982;PE;136284;;Sales;69;Married;No
583;Wally;Cremin;F;4/12/1978;PE;110306;;Research & Development;60;Single;No
583;Camila;Tillman;M;3/4/1977;PE;99941;;Research & Development;92;Single;Yes
583;Jayce;Kub;;29/5/1982;PE;97761;;Research & Development;91;Married;No
584;Kymani;Erdman;;13/5/1989;TE;82247;;Research & Development;--;Married;No
586;Barton;Stokes;F;10/5/1991;PE;97214;;Human Resources;49;Married;No
586;Arianna;Gorczany;F;15/10/1973;;87397;;Research & Development;33;Married;No
587;Sherrie;Hudson;;4/10/1970;PE;145960;;Research & Development;87;Single;No
590;Deidre;Graham;F;18/2/1984;;85806;;Research & Development;74;Divorced;Yes
590;Santana;Jones;F;9/3/1999;TE;85004;;Research & Development;96;Married;Yes
592;Marsha;Price;F;17/11/1982;TE;86095;;Research & Development;34;Single;No
592;;;;;;;;;;;
593;Syble;Ebert;;5/11/1994;PE;117818;;Sales;30;Married;No
597;Tessa;Howell;;7/10/1982;PE;83065;;Sales;77;Married;Yes
599;Joshuah;Walker;F;12/4/1982;TE;127064;;Sales;80;Married;No
599;Echo;Lowe;F;29/12/1984;PE;58458;;Research & Development;88;Married;No
600;Ewell;Hammes;M;5/9/1972;PE;119049;;Research & Development;56;Married;No
600;Lani;Lang;M;6/7/1974;;105188;;Research & Development;78;;No
606;Patty;Swift;F;26/12/1987;CA;126589;;Sales;59;;No
606;Lorrie;Crist;F;25/7/1981;PE;111104;;Sales;66;;No
606;Jonell;Frami;M;30/3/1989;PE;64124;;Human Resources;51;Married;No
606;Vela;Lueilwitz;M;13/11/1979;TE;61581;;Research & Development;67;Married;No
606;Stafford;King;M;12/12/1996;;60367;;Human Resources;52;Married;No
607;Garvin;Hermann;;21/11/1988;PE;138378;;Human Resources;70;Divorced;Yes
607;Alto;Wisozk;F;11/1/1975;PE;136728;;Sales;94;Single;No
607;Stuart;Cronin;F;18/11/1971;;128312;;Research & Development;97;Divorced;Yes
607;Taj;Cole;;11/12/1994;PE;92292;;Sales;62;Married;No
607;May;Doyle;F;21/6/1992;PE;65658;;Research & Development;80;Married;No
609;Arbie;Wiza;;7/12/1993;PE;82997;;Sales;74;Married;Yes
609;Alana;Gaylord;F;27/10/1976;;71825;;Research & Development;75;Divorced;No
610;Americo;Hyatt;M;23/9/1985;PE;148119;;Sales;70;Married;No
610;Sidney;Johnson;F;12/12/1990;PE;141549;0,03;Sales;91;Married;No
611;Deetta;Lowe;F;11/1/1971;PE;107681;;Sales;58;Married;No
611;Weldon;Cronin;M;26/12/1988;PE;83682;;Research & Development;65;Single;No
613;Leva;Berge;M;8/6/1978;PE;90204;;Sales;60;Single;Yes
615;Kyleigh;Rutherford;F;12/12/1997;PE;67230;;Research & Development;38;Married;Yes
617;Rickey;Aufderhar;;27/12/1994;PE;139864;0,03;Research & Development;57;Single;No
619;Dijon;Kohler;;2/7/1988;;82779;;Research & Development;60;Married;No
621;Saint;Hayes;F;9/8/1993;;128053;;Research & Development;90;Married;No
622;Marley;Okuneva;F;27/10/1978;PE;146836;;Research & Development;94;Single;No
622;Dakotah;Kirlin;M;5/11/1976;PE;93349;;Research & Development;87;Married;Yes
623;Tyrique;Gusikowski;F;10/2/1971;PE;145009;;Research & Development;60;Married;Yes
624;Serenity;Senger;F;19/4/1993;TE;85681;;Research & Development;97;Married;No
626;Uriah;Schmidt;;8/12/1997;PE;88767;;Research & Development;32;Divorced;No
627;Edwin;Abbott;M;21/12/1979;;139549;;Sales;31;Divorced;No
627;Alphonsine;Bode;F;13/7/1978;PE;72830;;Research & Development;40;Single;No
628;Lucretia;Shanahan;;2/7/1983;CA;128515;;Human Resources;79;Single;Yes
629;Broderick;Mills;F;25/4/1986;PE;104727;;Sales;91;Single;No
630;Iola;Hilpert;M;1/12/1974;;100923;;Sales;53;Married;No
631;Milan;O'Conner;M;1/7/1975;;116626;;Research & Development;46;Married;No
631;Becky;Murazik;F;26/3/1987;PE;112854;;Research & Development;46;Divorced;Yes
632;Linette;Mante;;27/5/1997;PE;146708;;Sales;90;Divorced;Yes
632;Josephus;Collier;M;13/11/1986;;103524;;Research & Development;99;Married;Yes
632;Sharonda;Doyle;M;22/10/1982;PE;71172;;Sales;89;Married;No
634;Corina;Schowalter;;2/3/1974;PE;91252;;Research & Development;84;Married;Yes
635;Lolita;Kuvalis;F;29/7/1988;PE;140096;;Research & Development;90;Married;No
637;Iyanna;Bauch;F;12/6/1985;PE;117873;;Research & Development;82;Married;No
638;Crockett;Zieme;;25/8/1978;PE;86551;;Human Resources;65;Divorced;No
639;Dulcie;Lemke;F;15/5/1970;;59796;;Sales;98;Divorced;No
640;Clint;Feil;F;18/12/1975;PE;120068;;Research & Development;99;Single;No
643;Stella;Homenick;M;29/9/1975;PE;149108;;Research & Development;95;Single;No
645;Kayley;Predovic;F;20/5/1973;;108400;;Research & Development;90;Married;No
645;Clearence;Turner;M;17/5/1997;PE;98536;;Sales;100;Divorced;No
646;Nova;Predovic;;25/1/1997;PE;103012;;Research & Development;93;Married;No
648;Reina;Roob;M;11/5/1994;;65167;;Research & Development;58;Single;No
648;Luella;Tromp;M;24/1/1970;PE;55559;;Research & Development;83;Single;No
655;Trey;Conn;F;21/4/1978;PE;118809;;Human Resources;52;Married;No
656;Isabel;Hilpert;M;1/3/1977;CA;64781;;Research & Development;85;Married;No
657;Juana;Russel;F;8/7/1991;;142237;;Research & Development;81;Married;Yes
659;Tatyana;Cassin;M;4/2/1987;TE;62908;;Sales;64;Married;No
660;Rebekah;Ullrich;F;4/12/1986;;118321;;Research & Development;69;Single;Yes
662;Sherwin;Witting;F;1/5/1977;PE;73338;;Research & Development;66;Divorced;No
663;Rae;Wolf;;13/1/1998;;98996;;Sales;52;Married;No
666;Alysha;Greenholt;;24/1/1984;TE;141005;;Research & Development;92;Single;No
666;Ross;Konopelski;F;30/5/1999;;87013;;Human Resources;52;Single;No
667;Tasia;Nitzsche;F;6/3/1972;PE;117011;;Research & Development;91;Married;No
667;Hymen;Kub;M;17/1/1982;PE;64141;;Research & Development;92;Married;Yes
668;Karrie;Prosacco;F;23/12/1970;PE;119203;;Sales;47;Married;No
668;Lorinda;Rogahn;;20/10/1991;PE;95436;;Sales;68;Married;No
669;Evaline;Bashirian;;20/12/1988;PE;108479;;Research & Development;68;Married;No
672;Sedrick;Waelchi;F;19/4/1975;TE;92351;;Research & Development;67;;No
672;Fannie;Lemke;M;4/9/1990;PE;85872;;Research & Development;77;;Yes
673;Aubrie;Kuphal;;29/9/1991;PE;148177;;Research & Development;46;Married;No
673;Haleigh;Herzog;M;24/7/1994;;115672;;Sales;87;Married;Yes
673;Demian;Barrows;F;29/7/1980;PE;74930;;Research & Development;33;Married;No
674;Delpha;Frami;F;2/6/1986;PE;95014;;Sales;89;Divorced;No
675;Madden;Hessel;M;21/8/1978;PE;137376;;Sales;56;Single;Yes
676;Jaelynn;Morissette;M;24/1/1981;;96862;;Research & Development;67;Divorced;No
678;Juliet;Hagenes;;19/8/1979;PE;83360;;Research & Development;73;Married;Yes
679;Marie;Gibson;M;22/3/1982;;138310;;Human Resources;92;Married;No
679;Katelin;Huels;M;17/12/1996;PE;65039;;Human Resources;53;Married;Yes
681;Kassie;Rogahn;F;23/9/1985;PE;110676;;Sales;40;Divorced;No
681;Triston;Yundt;F;29/3/1970;TE;86467;;Research & Development;79;Married;No
681;Sebrina;Gibson;F;24/3/1991;PE;72679;;Sales;38;Married;No
682;Shawanda;Harber;F;29/1/1990;PE;130551;;Research & Development;64;Married;No
683;Wesley;Wiza;F;7/6/1989;PE;68935;;Research & Development;82;Single;No
684;Ethelbert;Koch;F;15/4/1972;PE;124780;;Sales;43;Single;No
686;Harvy;Schmeler;;16/5/1982;PE;136674;;Research & Development;93;Married;No
686;Jedidiah;Carroll;M;16/2/1976;PE;124095;;Research & Development;81;Single;No
686;Charlsie;Hirthe;M;15/8/1975;PE;62393;;Research & Development;82;Married;Yes
687;Willie;Runte;;10/7/1998;;143318;;Human Resources;--;Married;No
687;Columbia;Pacocha;F;4/10/1994;PE;129147;;Research & Development;36;Single;No
687;Christa;King;F;25/3/1994;CA;128960;;Research & Development;87;Married;No
